bayesian_threshold,bayesian_diff_threshold,intersection_length_threshold,average_success_time_rate,max_success_time_rate,min_success_time_rate,average_success_rate
0.4,0.3,3,0.4462806955834495,1.0,0.0235237602592878,0.8888888888888888
0.4,0.3,4,0.4462806955834495,1.0,0.0235237602592878,0.8888888888888888
0.4,0.3,5,0.4470983963436965,1.0,0.0352932656460089,0.9259259259259259
0.4,0.3,6,0.45493589872184487,1.0,0.0470624197376089,1.0
0.4,0.3,7,0.46873557767552015,1.0,0.0588267036976493,1.0
0.4,0.3,8,0.46917113883264433,1.0,0.0705868549400013,1.0
0.4,0.3,9,0.4701359398166416,1.0,0.0823504539569085,1.0
0.4,0.3,10,0.4711001467488379,1.0,0.0941039400037495,1.0
0.4,0.3,11,0.47247212982130593,1.0,0.1058829535352797,1.0
0.4,0.3,12,0.47439759789396224,1.0,0.1176479998504391,1.0
0.4,0.3,13,0.47742768625832877,1.0,0.1250030692421463,1.0
0.4,0.3,14,0.4997996947802003,1.0,0.1250030692421463,1.0
0.4,0.3,15,0.5017101317136382,1.0,0.135419623806045,1.0
0.4,0.3,16,0.5040634887020508,1.0,0.1458363640989503,1.0
0.4,0.3,17,0.5069181284008429,1.0,0.1562509847061825,1.0
0.4,0.3,18,0.50977229716554,1.0,0.1666668721873228,1.0
0.4,0.3,19,0.5126275753786778,1.0,0.1770854188328379,1.0
0.4,0.35,1,0.44974343842075837,1.0,0.0235237602592878,0.8888888888888888
0.4,0.35,2,0.44974343842075837,1.0,0.0235237602592878,0.8888888888888888
0.4,0.35,3,0.44974343842075837,1.0,0.0235237602592878,0.8888888888888888
0.4,0.35,4,0.44974343842075837,1.0,0.0235237602592878,0.8888888888888888
0.4,0.35,5,0.45056113918100543,1.0,0.0352932656460089,0.9259259259259259
0.4,0.35,6,0.45889240687297383,1.0,0.0470624197376089,1.0
0.4,0.35,7,0.472692085826649,1.0,0.0588267036976493,1.0
0.4,0.35,8,0.4731276469837732,1.0,0.0705868549400013,1.0
0.4,0.35,9,0.4740924479677705,1.0,0.0823504539569085,1.0
0.4,0.35,10,0.4750566548999668,1.0,0.0941039400037495,1.0
0.4,0.35,11,0.4764286379724349,1.0,0.1058829535352797,1.0
0.4,0.35,12,0.47835410604509115,1.0,0.1176479998504391,1.0
0.4,0.35,13,0.4813841944094577,1.0,0.1294109435713566,1.0
0.4,0.35,14,0.5057910192530745,1.0,0.135419623806045,1.0
0.4,0.35,15,0.507315657869331,1.0,0.135419623806045,1.0
0.4,0.35,16,0.5096690148577435,1.0,0.1458363640989503,1.0
0.4,0.35,17,0.5120298892427156,1.0,0.1562509847061825,1.0
0.4,0.35,18,0.5148840580074127,1.0,0.1666668721873228,1.0
0.4,0.35,19,0.5177393362205505,1.0,0.1770854188328379,1.0
0.4,0.4,1,0.4525082294698822,1.0,0.0235237602592878,0.8888888888888888
0.4,0.4,2,0.4525082294698822,1.0,0.0235237602592878,0.8888888888888888
0.4,0.4,3,0.4525082294698822,1.0,0.0235237602592878,0.8888888888888888
0.4,0.4,4,0.4525082294698822,1.0,0.0235237602592878,0.8888888888888888
0.4,0.4,5,0.45332593023012924,1.0,0.0352932656460089,0.9259259259259259
0.4,0.4,6,0.46215103259905466,1.0,0.0470624197376089,1.0
0.4,0.4,7,0.47595071155272994,1.0,0.0588267036976493,1.0
0.4,0.4,8,0.4763862727098541,1.0,0.0705868549400013,1.0
0.4,0.4,9,0.47735107369385144,1.0,0.0823504539569085,1.0
0.4,0.4,10,0.4783152806260476,1.0,0.0941039400037495,1.0
0.4,0.4,11,0.47928031236984625,1.0,0.1058829535352797,1.0
0.4,0.4,12,0.4812057804425025,1.0,0.1176479998504391,1.0
0.4,0.4,13,0.49441067407365674,1.0,0.1294109435713566,1.0
0.4,0.4,14,0.5086426936504859,1.0,0.135419623806045,1.0
0.4,0.4,15,0.5101673322667424,1.0,0.135419623806045,1.0
0.4,0.4,16,0.5125206892551548,1.0,0.1458363640989503,1.0
0.4,0.4,17,0.5148815636401269,1.0,0.1562509847061825,1.0
0.4,0.4,18,0.5172418977278669,1.0,0.1666668721873228,1.0
0.4,0.4,19,0.5200971759410047,1.0,0.1770854188328379,1.0
0.4,0.45,1,0.47013902145064496,0.9666652449045674,0.0309250192346112,0.9259259259259259
0.4,0.45,2,0.47013902145064496,0.9666652449045674,0.0309250192346112,0.9259259259259259
0.4,0.45,3,0.47013902145064496,0.9666652449045674,0.0309250192346112,0.9259259259259259
0.4,0.45,4,0.47013902145064496,0.9666652449045674,0.0309250192346112,0.9259259259259259
0.4,0.45,5,0.4705208146039764,0.9666652449045674,0.0352932656460089,0.9259259259259259
0.4,0.45,6,0.48036888550488965,0.9666652449045674,0.0470624197376089,1.0
0.4,0.45,7,0.4941685644585649,0.9666652449045674,0.0588267036976493,1.0
0.4,0.45,8,0.494604125615689,0.9666652449045674,0.0705868549400013,1.0
0.4,0.45,9,0.495039814468167,0.9666652449045674,0.0823504539569085,1.0
0.4,0.45,10,0.49600402140036326,0.9666652449045674,0.0941039400037495,1.0
0.4,0.45,11,0.4969690531441619,0.9666652449045674,0.1058829535352797,1.0
0.4,0.45,12,0.5101441157073028,0.9666652449045674,0.1176479998504391,1.0
0.4,0.45,13,0.5260343995336164,0.9666652449045674,0.1294109435713566,1.0
0.4,0.45,14,0.5280809500013498,0.9666652449045674,0.135419623806045,1.0
0.4,0.45,15,0.5290765451897906,0.9666652449045674,0.135419623806045,1.0
0.4,0.45,16,0.5314299021782032,0.9666652449045674,0.1458363640989503,1.0
0.4,0.45,17,0.5337907765631753,0.9666652449045674,0.1562509847061825,1.0
0.4,0.45,18,0.536151110650915,0.9666652449045674,0.1666668721873228,1.0
0.4,0.45,19,0.5385125324635844,0.9666652449045674,0.1770854188328379,1.0
0.4,0.5,1,0.5595290546586166,0.9777840199694716,0.0309250192346112,1.0
0.4,0.5,2,0.5595290546586166,0.9777840199694716,0.0309250192346112,1.0
0.4,0.5,3,0.5595290546586166,0.9777840199694716,0.0309250192346112,1.0
0.4,0.5,4,0.5595290546586166,0.9777840199694716,0.0309250192346112,1.0
0.4,0.5,5,0.559910847811948,0.9777840199694716,0.0412334343745612,1.0
0.4,0.5,6,0.5736566713414927,0.9777840199694716,0.0470624197376089,1.0
0.4,0.5,7,0.574092385562235,0.9777840199694716,0.0588267036976493,1.0
0.4,0.5,8,0.5745279467193589,0.9777840199694716,0.0705868549400013,1.0
0.4,0.5,9,0.574963635571837,0.9777840199694716,0.0823504539569085,1.0
0.4,0.5,10,0.5759278425040333,0.9777840199694716,0.0941039400037495,1.0
0.4,0.5,11,0.5768928742478319,0.9777840199694716,0.1058829535352797,1.0
0.4,0.5,12,0.5778582447666845,0.9777840199694716,0.1176479998504391,1.0
0.4,0.5,13,0.5788229340201426,0.9777840199694716,0.1294109435713566,1.0
0.4,0.5,14,0.5813983375664855,0.9777840199694716,0.135419623806045,1.0
0.4,0.5,15,0.5823939327549263,0.9777840199694716,0.135419623806045,1.0
0.4,0.5,16,0.5842184366647292,0.9777840199694716,0.1458363640989503,1.0
0.4,0.5,17,0.5865793110497013,0.9777840199694716,0.1562509847061825,1.0
0.4,0.5,18,0.5889396451374412,0.9777840199694716,0.1666668721873228,1.0
0.4,0.5,19,0.5913010669501104,0.9777840199694716,0.1770854188328379,1.0
0.5,0.1,1,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.1,2,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.1,3,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.1,4,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.1,5,0.4913689014604439,0.9777840199694716,0.0352932656460089,0.9629629629629629
0.5,0.1,6,0.5060444795025003,0.9777840199694716,0.0470624197376089,0.9629629629629629
0.5,0.1,7,0.5084555027618609,0.9777840199694716,0.0588267036976493,1.0
0.5,0.1,8,0.509420524320345,0.9777840199694716,0.0705868549400013,1.0
0.5,0.1,9,0.5103853253043423,0.9777840199694716,0.0823504539569085,1.0
0.5,0.1,10,0.5113495322365386,0.9777840199694716,0.0941039400037495,1.0
0.5,0.1,11,0.5128082362865163,0.9777840199694716,0.1058829535352797,1.0
0.5,0.1,12,0.5256635115508242,0.9777840199694716,0.1176479998504391,1.0
0.5,0.1,13,0.5276749053254223,0.9777840199694716,0.1250030692421463,1.0
0.5,0.1,14,0.5296863560351633,0.9777840199694716,0.1250030692421463,1.0
0.5,0.1,15,0.5320907002827777,0.9777840199694716,0.135419623806045,1.0
0.5,0.1,16,0.534937778293541,0.9777840199694716,0.1458363640989503,1.0
0.5,0.1,17,0.5377924179923332,0.9777840199694716,0.1562509847061825,1.0
0.5,0.1,18,0.5406465867570303,0.9777840199694716,0.1666668721873228,1.0
0.5,0.1,19,0.5435018649701681,0.9777840199694716,0.1770854188328379,1.0
0.5,0.15,1,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.15,2,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.15,3,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.15,4,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.15,5,0.4913689014604439,0.9777840199694716,0.0352932656460089,0.9629629629629629
0.5,0.15,6,0.5085134608472978,0.9777840199694716,0.0470624197376089,1.0
0.5,0.15,7,0.5089491750680399,0.9777840199694716,0.0588267036976493,1.0
0.5,0.15,8,0.509914196626524,0.9777840199694716,0.0705868549400013,1.0
0.5,0.15,9,0.5108789976105214,0.9777840199694716,0.0823504539569085,1.0
0.5,0.15,10,0.5118432045427176,0.9777840199694716,0.0941039400037495,1.0
0.5,0.15,11,0.5128082362865163,0.9777840199694716,0.1058829535352797,1.0
0.5,0.15,12,0.5256635115508242,0.9777840199694716,0.1176479998504391,1.0
0.5,0.15,13,0.5276749053254223,0.9777840199694716,0.1250030692421463,1.0
0.5,0.15,14,0.5296863560351633,0.9777840199694716,0.1250030692421463,1.0
0.5,0.15,15,0.5320907002827777,0.9777840199694716,0.135419623806045,1.0
0.5,0.15,16,0.534937778293541,0.9777840199694716,0.1458363640989503,1.0
0.5,0.15,17,0.5377924179923332,0.9777840199694716,0.1562509847061825,1.0
0.5,0.15,18,0.5406465867570303,0.9777840199694716,0.1666668721873228,1.0
0.5,0.15,19,0.5435018649701681,0.9777840199694716,0.1770854188328379,1.0
0.5,0.2,1,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.2,2,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.2,3,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.2,4,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.2,5,0.4913689014604439,0.9777840199694716,0.0352932656460089,0.9629629629629629
0.5,0.2,6,0.5090074631493672,0.9777840199694716,0.0470624197376089,1.0
0.5,0.2,7,0.5094431773701094,0.9777840199694716,0.0588267036976493,1.0
0.5,0.2,8,0.5104081989285935,0.9777840199694716,0.0705868549400013,1.0
0.5,0.2,9,0.5113729999125908,0.9777840199694716,0.0823504539569085,1.0
0.5,0.2,10,0.512337206844787,0.9777840199694716,0.0941039400037495,1.0
0.5,0.2,11,0.5133022385885856,0.9777840199694716,0.1058829535352797,1.0
0.5,0.2,12,0.5256635115508242,0.9777840199694716,0.1176479998504391,1.0
0.5,0.2,13,0.5276749053254223,0.9777840199694716,0.1250030692421463,1.0
0.5,0.2,14,0.5296863560351633,0.9777840199694716,0.1250030692421463,1.0
0.5,0.2,15,0.5320907002827777,0.9777840199694716,0.135419623806045,1.0
0.5,0.2,16,0.534937778293541,0.9777840199694716,0.1458363640989503,1.0
0.5,0.2,17,0.5377924179923332,0.9777840199694716,0.1562509847061825,1.0
0.5,0.2,18,0.5406465867570303,0.9777840199694716,0.1666668721873228,1.0
0.5,0.2,19,0.5435018649701681,0.9777840199694716,0.1770854188328379,1.0
0.5,0.25,1,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.25,2,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.25,3,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.25,4,0.4909871083071124,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.25,5,0.4913689014604439,0.9777840199694716,0.0352932656460089,0.9629629629629629
0.5,0.25,6,0.5099951108933506,0.9777840199694716,0.0470624197376089,1.0
0.5,0.25,7,0.5104308251140929,0.9777840199694716,0.0588267036976493,1.0
0.5,0.25,8,0.5113958466725769,0.9777840199694716,0.0705868549400013,1.0
0.5,0.25,9,0.5123606476565743,0.9777840199694716,0.0823504539569085,1.0
0.5,0.25,10,0.5133248545887705,0.9777840199694716,0.0941039400037495,1.0
0.5,0.25,11,0.5142898863325692,0.9777840199694716,0.1058829535352797,1.0
0.5,0.25,12,0.5266511592948077,0.9777840199694716,0.1176479998504391,1.0
0.5,0.25,13,0.5281688489952456,0.9777840199694716,0.1250030692421463,1.0
0.5,0.25,14,0.5296863560351633,0.9777840199694716,0.1250030692421463,1.0
0.5,0.25,15,0.5320907002827777,0.9777840199694716,0.135419623806045,1.0
0.5,0.25,16,0.534937778293541,0.9777840199694716,0.1458363640989503,1.0
0.5,0.25,17,0.5377924179923332,0.9777840199694716,0.1562509847061825,1.0
0.5,0.25,18,0.5406465867570303,0.9777840199694716,0.1666668721873228,1.0
0.5,0.25,19,0.5435018649701681,0.9777840199694716,0.1770854188328379,1.0
0.5,0.3,1,0.49203783190737105,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.3,2,0.49203783190737105,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.3,3,0.49203783190737105,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.3,4,0.49203783190737105,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.3,5,0.49241962506070264,0.9777840199694716,0.0352932656460089,0.9629629629629629
0.5,0.3,6,0.5120334628301367,0.9777840199694716,0.0470624197376089,1.0
0.5,0.3,7,0.5124691770508788,0.9777840199694716,0.0588267036976493,1.0
0.5,0.3,8,0.512904738208003,0.9777840199694716,0.0705868549400013,1.0
0.5,0.3,9,0.5138695391920004,0.9777840199694716,0.0823504539569085,1.0
0.5,0.3,10,0.5148337461241966,0.9777840199694716,0.0941039400037495,1.0
0.5,0.3,11,0.5157987778679951,0.9777840199694716,0.1058829535352797,1.0
0.5,0.3,12,0.5281600508302338,0.9777840199694716,0.1176479998504391,1.0
0.5,0.3,13,0.5296777405306716,0.9777840199694716,0.1250030692421463,1.0
0.5,0.3,14,0.5311952475705892,0.9777840199694716,0.1250030692421463,1.0
0.5,0.3,15,0.5331056845040272,0.9777840199694716,0.135419623806045,1.0
0.5,0.3,16,0.5354590414924398,0.9777840199694716,0.1458363640989503,1.0
0.5,0.3,17,0.5383136811912319,0.9777840199694716,0.1562509847061825,1.0
0.5,0.3,18,0.5411678499559289,0.9777840199694716,0.1666668721873228,1.0
0.5,0.3,19,0.5440231281690667,0.9777840199694716,0.1770854188328379,1.0
0.5,0.35,1,0.49503200828239796,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.35,2,0.49503200828239796,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.35,3,0.49503200828239796,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.35,4,0.49503200828239796,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.35,5,0.49541380143572944,0.9777840199694716,0.0352932656460089,0.9629629629629629
0.5,0.35,6,0.5155214045189834,0.9777840199694716,0.0470624197376089,1.0
0.5,0.35,7,0.5159571187397257,0.9777840199694716,0.0588267036976493,1.0
0.5,0.35,8,0.5163926798968499,0.9777840199694716,0.0705868549400013,1.0
0.5,0.35,9,0.5173574808808472,0.9777840199694716,0.0823504539569085,1.0
0.5,0.35,10,0.5183216878130434,0.9777840199694716,0.0941039400037495,1.0
0.5,0.35,11,0.5192867195568421,0.9777840199694716,0.1058829535352797,1.0
0.5,0.35,12,0.5316479925190807,0.9777840199694716,0.1176479998504391,1.0
0.5,0.35,13,0.5331656822195184,0.9777840199694716,0.1294109435713566,1.0
0.5,0.35,14,0.5346831892594363,0.9777840199694716,0.135419623806045,1.0
0.5,0.35,15,0.5362078278756928,0.9777840199694716,0.135419623806045,1.0
0.5,0.35,16,0.5385611848641052,0.9777840199694716,0.1458363640989503,1.0
0.5,0.35,17,0.5409220592490773,0.9777840199694716,0.1562509847061825,1.0
0.5,0.35,18,0.5437762280137743,0.9777840199694716,0.1666668721873228,1.0
0.5,0.35,19,0.5466315062269121,0.9777840199694716,0.1770854188328379,1.0
0.5,0.4,1,0.49607559072246526,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.4,2,0.49607559072246526,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.4,3,0.49607559072246526,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.4,4,0.49607559072246526,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.4,5,0.49645738387579674,0.9777840199694716,0.0352932656460089,0.9629629629629629
0.5,0.4,6,0.5170588216360079,0.9777840199694716,0.0470624197376089,1.0
0.5,0.4,7,0.5174945358567502,0.9777840199694716,0.0588267036976493,1.0
0.5,0.4,8,0.5179300970138744,0.9777840199694716,0.0705868549400013,1.0
0.5,0.4,9,0.5188948979978717,0.9777840199694716,0.0823504539569085,1.0
0.5,0.4,10,0.5198591049300679,0.9777840199694716,0.0941039400037495,1.0
0.5,0.4,11,0.5208241366738665,0.9777840199694716,0.1058829535352797,1.0
0.5,0.4,12,0.5331854096361052,0.9777840199694716,0.1176479998504391,1.0
0.5,0.4,13,0.534703099336543,0.9777840199694716,0.1294109435713566,1.0
0.5,0.4,14,0.5362206063764606,0.9777840199694716,0.135419623806045,1.0
0.5,0.4,15,0.5377452449927171,0.9777840199694716,0.135419623806045,1.0
0.5,0.4,16,0.5400986019811296,0.9777840199694716,0.1458363640989503,1.0
0.5,0.4,17,0.5424594763661018,0.9777840199694716,0.1562509847061825,1.0
0.5,0.4,18,0.5448198104538416,0.9777840199694716,0.1666668721873228,1.0
0.5,0.4,19,0.5476750886669794,0.9777840199694716,0.1770854188328379,1.0
0.5,0.45,1,0.5007247827662292,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.45,2,0.5007247827662292,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.45,3,0.5007247827662292,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.45,4,0.5007247827662292,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.45,5,0.5011065759195606,0.9777840199694716,0.0352932656460089,0.9629629629629629
0.5,0.45,6,0.5222018700802403,0.9777840199694716,0.0470624197376089,1.0
0.5,0.45,7,0.5226375843009825,0.9777840199694716,0.0588267036976493,1.0
0.5,0.45,8,0.5230731454581067,0.9777840199694716,0.0705868549400013,1.0
0.5,0.45,9,0.5235088343105847,0.9777840199694716,0.0823504539569085,1.0
0.5,0.45,10,0.524473041242781,0.9777840199694716,0.0941039400037495,1.0
0.5,0.45,11,0.5254380729865796,0.9777840199694716,0.1058829535352797,1.0
0.5,0.45,12,0.5386131355497205,0.9777840199694716,0.1176479998504391,1.0
0.5,0.45,13,0.5401308252501583,0.9777840199694716,0.1294109435713566,1.0
0.5,0.45,14,0.5421773757178917,0.9777840199694716,0.135419623806045,1.0
0.5,0.45,15,0.5431729709063325,0.9777840199694716,0.135419623806045,1.0
0.5,0.45,16,0.5455263278947451,0.9777840199694716,0.1458363640989503,1.0
0.5,0.45,17,0.5478872022797172,0.9777840199694716,0.1562509847061825,1.0
0.5,0.45,18,0.5502475363674569,0.9777840199694716,0.1666668721873228,1.0
0.5,0.45,19,0.5526089581801263,0.9777840199694716,0.1770854188328379,1.0
0.5,0.5,1,0.5595290546586166,0.9777840199694716,0.0309250192346112,1.0
0.5,0.5,2,0.5595290546586166,0.9777840199694716,0.0309250192346112,1.0
0.5,0.5,3,0.5595290546586166,0.9777840199694716,0.0309250192346112,1.0
0.5,0.5,4,0.5595290546586166,0.9777840199694716,0.0309250192346112,1.0
0.5,0.5,5,0.559910847811948,0.9777840199694716,0.0412334343745612,1.0
0.5,0.5,6,0.5736566713414927,0.9777840199694716,0.0470624197376089,1.0
0.5,0.5,7,0.574092385562235,0.9777840199694716,0.0588267036976493,1.0
0.5,0.5,8,0.5745279467193589,0.9777840199694716,0.0705868549400013,1.0
0.5,0.5,9,0.574963635571837,0.9777840199694716,0.0823504539569085,1.0
0.5,0.5,10,0.5759278425040333,0.9777840199694716,0.0941039400037495,1.0
0.5,0.5,11,0.5768928742478319,0.9777840199694716,0.1058829535352797,1.0
0.5,0.5,12,0.5778582447666845,0.9777840199694716,0.1176479998504391,1.0
0.5,0.5,13,0.5788229340201426,0.9777840199694716,0.1294109435713566,1.0
0.5,0.5,14,0.5813983375664855,0.9777840199694716,0.135419623806045,1.0
0.5,0.5,15,0.5823939327549263,0.9777840199694716,0.135419623806045,1.0
0.5,0.5,16,0.5842184366647292,0.9777840199694716,0.1458363640989503,1.0
0.5,0.5,17,0.5865793110497013,0.9777840199694716,0.1562509847061825,1.0
0.5,0.5,18,0.5889396451374412,0.9777840199694716,0.1666668721873228,1.0
0.5,0.5,19,0.5913010669501104,0.9777840199694716,0.1770854188328379,1.0
0.6,0.1,1,0.5449451106942014,1.0,0.0309250192346112,0.9629629629629629
0.6,0.1,2,0.5449451106942014,1.0,0.0309250192346112,0.9629629629629629
0.6,0.1,3,0.5449451106942014,1.0,0.0309250192346112,0.9629629629629629
0.6,0.1,4,0.5449451106942014,1.0,0.0309250192346112,0.9629629629629629
0.6,0.1,5,0.5453269038475329,1.0,0.0352932656460089,0.9629629629629629
0.6,0.1,6,0.5600024818895893,1.0,0.0470624197376089,0.9629629629629629
0.6,0.1,7,0.5624135051489498,1.0,0.0588267036976493,1.0
0.6,0.1,8,0.5633785267074339,1.0,0.0705868549400013,1.0
0.6,0.1,9,0.5643433276914314,1.0,0.0823504539569085,1.0
0.6,0.1,10,0.5653075346236276,1.0,0.0941039400037495,1.0
0.6,0.1,11,0.5667662386736053,1.0,0.1058829535352797,1.0
0.6,0.1,12,0.5682256114945271,1.0,0.1176479998504391,1.0
